cvegeo,cve_ent,nom_ent,nom_mun
20204,20,Oaxaca,San Juan Lajarcia
20205,20,Oaxaca,San Juan Lalana
20206,20,Oaxaca,San Juan de los Cués
20207,20,Oaxaca,San Juan Mazatlán
20208,20,Oaxaca,San Juan Mixtepec
20209,20,Oaxaca,San Juan Mixtepec
20210,20,Oaxaca,San Juan Ñumí
20211,20,Oaxaca,San Juan Ozolotepec
20212,20,Oaxaca,San Juan Petlapa
20213,20,Oaxaca,San Juan Quiahije
20214,20,Oaxaca,San Juan Quiotepec
20215,20,Oaxaca,San Juan Sayultepec
20216,20,Oaxaca,San Juan Tabaá
20217,20,Oaxaca,San Juan Tamazola
20218,20,Oaxaca,San Juan Teita
20219,20,Oaxaca,San Juan Teitipac
20220,20,Oaxaca,San Juan Tepeuxila
20221,20,Oaxaca,San Juan Teposcolula
20222,20,Oaxaca,San Juan Yaeé
20223,20,Oaxaca,San Juan Yatzona
20224,20,Oaxaca,San Juan Yucuita
20225,20,Oaxaca,San Lorenzo
20226,20,Oaxaca,San Lorenzo Albarradas
20227,20,Oaxaca,San Lorenzo Cacaotepec
20228,20,Oaxaca,San Lorenzo Cuaunecuiltitla
20229,20,Oaxaca,San Lorenzo Texmelúcan
20230,20,Oaxaca,San Lorenzo Victoria
20231,20,Oaxaca,San Lucas Camotlán
20232,20,Oaxaca,San Lucas Ojitlán
20233,20,Oaxaca,San Lucas Quiaviní
20234,20,Oaxaca,San Lucas Zoquiápam
20235,20,Oaxaca,San Luis Amatlán
20236,20,Oaxaca,San Marcial Ozolotepec
20237,20,Oaxaca,San Marcos Arteaga
20238,20,Oaxaca,San Martín de los Cansecos
20239,20,Oaxaca,San Martín Huamelúlpam
20240,20,Oaxaca,San Martín Itunyoso
20241,20,Oaxaca,San Martín Lachilá
20242,20,Oaxaca,San Martín Peras
20243,20,Oaxaca,San Martín Tilcajete
20244,20,Oaxaca,San Martín Toxpalan
20245,20,Oaxaca,San Martín Zacatepec
20246,20,Oaxaca,San Mateo Cajonos
20247,20,Oaxaca,Capulálpam de Méndez
20248,20,Oaxaca,San Mateo del Mar
20249,20,Oaxaca,San Mateo Yoloxochitlán
20250,20,Oaxaca,San Mateo Etlatongo
20251,20,Oaxaca,San Mateo Nejápam
20252,20,Oaxaca,San Mateo Peñasco
20253,20,Oaxaca,San Mateo Piñas
20254,20,Oaxaca,San Mateo Río Hondo
20255,20,Oaxaca,San Mateo Sindihui
20256,20,Oaxaca,San Mateo Tlapiltepec
20257,20,Oaxaca,San Melchor Betaza
20258,20,Oaxaca,San Miguel Achiutla
20259,20,Oaxaca,San Miguel Ahuehuetitlán
20260,20,Oaxaca,San Miguel Aloápam
20261,20,Oaxaca,San Miguel Amatitlán
20262,20,Oaxaca,San Miguel Amatlán
20263,20,Oaxaca,San Miguel Coatlán
20264,20,Oaxaca,San Miguel Chicahua
20265,20,Oaxaca,San Miguel Chimalapa
20266,20,Oaxaca,San Miguel del Puerto
20267,20,Oaxaca,San Miguel del Río
20268,20,Oaxaca,San Miguel Ejutla
20269,20,Oaxaca,San Miguel el Grande
20270,20,Oaxaca,San Miguel Huautla
20271,20,Oaxaca,San Miguel Mixtepec
20272,20,Oaxaca,San Miguel Panixtlahuaca
20273,20,Oaxaca,San Miguel Peras
20274,20,Oaxaca,San Miguel Piedras
20275,20,Oaxaca,San Miguel Quetzaltepec
20276,20,Oaxaca,San Miguel Santa Flor
20277,20,Oaxaca,Villa Sola de Vega
20278,20,Oaxaca,San Miguel Soyaltepec
20279,20,Oaxaca,San Miguel Suchixtepec
20280,20,Oaxaca,Villa Talea de Castro
20281,20,Oaxaca,San Miguel Tecomatlán
20282,20,Oaxaca,San Miguel Tenango
20283,20,Oaxaca,San Miguel Tequixtepec
20284,20,Oaxaca,San Miguel Tilquiápam
20285,20,Oaxaca,San Miguel Tlacamama
20286,20,Oaxaca,San Miguel Tlacotepec
20287,20,Oaxaca,San Miguel Tulancingo
20288,20,Oaxaca,San Miguel Yotao
20289,20,Oaxaca,San Nicolás
20290,20,Oaxaca,San Nicolás Hidalgo
20291,20,Oaxaca,San Pablo Coatlán
20292,20,Oaxaca,San Pablo Cuatro Venados
20293,20,Oaxaca,San Pablo Etla
20294,20,Oaxaca,San Pablo Huitzo
20295,20,Oaxaca,San Pablo Huixtepec
20296,20,Oaxaca,San Pablo Macuiltianguis
20297,20,Oaxaca,San Pablo Tijaltepec
20298,20,Oaxaca,San Pablo Villa de Mitla
20299,20,Oaxaca,San Pablo Yaganiza
20300,20,Oaxaca,San Pedro Amuzgos
20301,20,Oaxaca,San Pedro Apóstol
20302,20,Oaxaca,San Pedro Atoyac
20303,20,Oaxaca,San Pedro Cajonos
20304,20,Oaxaca,San Pedro Coxcaltepec Cántaros
20305,20,Oaxaca,San Pedro Comitancillo
20306,20,Oaxaca,San Pedro el Alto
20307,20,Oaxaca,San Pedro Huamelula
20308,20,Oaxaca,San Pedro Huilotepec
20309,20,Oaxaca,San Pedro Ixcatlán
20310,20,Oaxaca,San Pedro Ixtlahuaca
20311,20,Oaxaca,San Pedro Jaltepetongo
20312,20,Oaxaca,San Pedro Jicayán
20313,20,Oaxaca,San Pedro Jocotipac
20314,20,Oaxaca,San Pedro Juchatengo
20315,20,Oaxaca,San Pedro Mártir
20316,20,Oaxaca,San Pedro Mártir Quiechapa
20317,20,Oaxaca,San Pedro Mártir Yucuxaco
20318,20,Oaxaca,San Pedro Mixtepec
20319,20,Oaxaca,San Pedro Mixtepec
20320,20,Oaxaca,San Pedro Molinos
20321,20,Oaxaca,San Pedro Nopala
20322,20,Oaxaca,San Pedro Ocopetatillo
20323,20,Oaxaca,San Pedro Ocotepec
20324,20,Oaxaca,San Pedro Pochutla
20325,20,Oaxaca,San Pedro Quiatoni
20326,20,Oaxaca,San Pedro Sochiápam
20327,20,Oaxaca,San Pedro Tapanatepec
20328,20,Oaxaca,San Pedro Taviche
20329,20,Oaxaca,San Pedro Teozacoalco
20330,20,Oaxaca,San Pedro Teutila
20331,20,Oaxaca,San Pedro Tidaá
20332,20,Oaxaca,San Pedro Topiltepec
20333,20,Oaxaca,San Pedro Totolápam
20334,20,Oaxaca,Villa de Tututepec de Melchor Ocampo
20335,20,Oaxaca,San Pedro Yaneri
20336,20,Oaxaca,San Pedro Yólox
20337,20,Oaxaca,San Pedro y San Pablo Ayutla
20338,20,Oaxaca,Villa de Etla
20339,20,Oaxaca,San Pedro y San Pablo Teposcolula
20340,20,Oaxaca,San Pedro y San Pablo Tequixtepec
20341,20,Oaxaca,San Pedro Yucunama
20342,20,Oaxaca,San Raymundo Jalpan
20343,20,Oaxaca,San Sebastián Abasolo
20344,20,Oaxaca,San Sebastián Coatlán
20345,20,Oaxaca,San Sebastián Ixcapa
20346,20,Oaxaca,San Sebastián Nicananduta
20347,20,Oaxaca,San Sebastián Río Hondo
20348,20,Oaxaca,San Sebastián Tecomaxtlahuaca
20349,20,Oaxaca,San Sebastián Teitipac
20350,20,Oaxaca,San Sebastián Tutla
20351,20,Oaxaca,San Simón Almolongas
20352,20,Oaxaca,San Simón Zahuatlán
20353,20,Oaxaca,Santa Ana
20354,20,Oaxaca,Santa Ana Ateixtlahuaca
20355,20,Oaxaca,Santa Ana Cuauhtémoc
20356,20,Oaxaca,Santa Ana del Valle
20357,20,Oaxaca,Santa Ana Tavela
20358,20,Oaxaca,Santa Ana Tlapacoyan
20359,20,Oaxaca,Santa Ana Yareni
20360,20,Oaxaca,Santa Ana Zegache
20361,20,Oaxaca,Santa Catalina Quierí
20362,20,Oaxaca,Santa Catarina Cuixtla
20363,20,Oaxaca,Santa Catarina Ixtepeji
20364,20,Oaxaca,Santa Catarina Juquila
20365,20,Oaxaca,Santa Catarina Lachatao
20366,20,Oaxaca,Santa Catarina Loxicha
20367,20,Oaxaca,Santa Catarina Mechoacán
20368,20,Oaxaca,Santa Catarina Minas
20369,20,Oaxaca,Santa Catarina Quiané
20370,20,Oaxaca,Santa Catarina Tayata
20371,20,Oaxaca,Santa Catarina Ticuá
20372,20,Oaxaca,Santa Catarina Yosonotú
20373,20,Oaxaca,Santa Catarina Zapoquila
20374,20,Oaxaca,Santa Cruz Acatepec
20375,20,Oaxaca,Santa Cruz Amilpas
20376,20,Oaxaca,Santa Cruz de Bravo
20377,20,Oaxaca,Santa Cruz Itundujia
20378,20,Oaxaca,Santa Cruz Mixtepec
20379,20,Oaxaca,Santa Cruz Nundaco
20380,20,Oaxaca,Santa Cruz Papalutla
20381,20,Oaxaca,Santa Cruz Tacache de Mina
20382,20,Oaxaca,Santa Cruz Tacahua
20383,20,Oaxaca,Santa Cruz Tayata
20384,20,Oaxaca,Santa Cruz Xitla
20385,20,Oaxaca,Santa Cruz Xoxocotlán
20386,20,Oaxaca,Santa Cruz Zenzontepec
20387,20,Oaxaca,Santa Gertrudis
20388,20,Oaxaca,Santa Inés del Monte
20389,20,Oaxaca,Santa Inés Yatzeche
20390,20,Oaxaca,Santa Lucía del Camino
20391,20,Oaxaca,Santa Lucía Miahuatlán
20392,20,Oaxaca,Santa Lucía Monteverde
20393,20,Oaxaca,Santa Lucía Ocotlán
20394,20,Oaxaca,Santa María Alotepec
20395,20,Oaxaca,Santa María Apazco
20396,20,Oaxaca,Santa María la Asunción
20397,20,Oaxaca,Heroica Ciudad de Tlaxiaco
20398,20,Oaxaca,Ayoquezco de Aldama
20399,20,Oaxaca,Santa María Atzompa
20400,20,Oaxaca,Santa María Camotlán
20401,20,Oaxaca,Santa María Colotepec
20402,20,Oaxaca,Santa María Cortijo
20403,20,Oaxaca,Santa María Coyotepec
20404,20,Oaxaca,Santa María Chachoápam
20405,20,Oaxaca,Villa de Chilapa de Díaz
20406,20,Oaxaca,Santa María Chilchotla
20407,20,Oaxaca,Santa María Chimalapa
20408,20,Oaxaca,Santa María del Rosario
20409,20,Oaxaca,Santa María del Tule
20410,20,Oaxaca,Santa María Ecatepec
20411,20,Oaxaca,Santa María Guelacé
20412,20,Oaxaca,Santa María Guienagati
20413,20,Oaxaca,Santa María Huatulco
20414,20,Oaxaca,Santa María Huazolotitlán
20415,20,Oaxaca,Santa María Ipalapa
20416,20,Oaxaca,Santa María Ixcatlán
20417,20,Oaxaca,Santa María Jacatepec
20418,20,Oaxaca,Santa María Jalapa del Marqués
20419,20,Oaxaca,Santa María Jaltianguis
20420,20,Oaxaca,Santa María Lachixío
20421,20,Oaxaca,Santa María Mixtequilla
20422,20,Oaxaca,Santa María Nativitas
20423,20,Oaxaca,Santa María Nduayaco
20424,20,Oaxaca,Santa María Ozolotepec
20425,20,Oaxaca,Santa María Pápalo
20426,20,Oaxaca,Santa María Peñoles
20427,20,Oaxaca,Santa María Petapa
20428,20,Oaxaca,Santa María Quiegolani
20429,20,Oaxaca,Santa María Sola
20430,20,Oaxaca,Santa María Tataltepec
20431,20,Oaxaca,Santa María Tecomavaca
20432,20,Oaxaca,Santa María Temaxcalapa
20433,20,Oaxaca,Santa María Temaxcaltepec
20434,20,Oaxaca,Santa María Teopoxco
20435,20,Oaxaca,Santa María Tepantlali
20436,20,Oaxaca,Santa María Texcatitlán
20437,20,Oaxaca,Santa María Tlahuitoltepec
20438,20,Oaxaca,Santa María Tlalixtac
20439,20,Oaxaca,Santa María Tonameca
20440,20,Oaxaca,Santa María Totolapilla
20441,20,Oaxaca,Santa María Xadani
20442,20,Oaxaca,Santa María Yalina
20443,20,Oaxaca,Santa María Yavesía
20444,20,Oaxaca,Santa María Yolotepec
20445,20,Oaxaca,Santa María Yosoyúa
20446,20,Oaxaca,Santa María Yucuhiti
20447,20,Oaxaca,Santa María Zacatepec
20448,20,Oaxaca,Santa María Zaniza
20449,20,Oaxaca,Santa María Zoquitlán
20450,20,Oaxaca,Santiago Amoltepec
20451,20,Oaxaca,Santiago Apoala
20452,20,Oaxaca,Santiago Apóstol
20453,20,Oaxaca,Santiago Astata
20454,20,Oaxaca,Santiago Atitlán
20455,20,Oaxaca,Santiago Ayuquililla
20456,20,Oaxaca,Santiago Cacaloxtepec
20457,20,Oaxaca,Santiago Camotlán
20458,20,Oaxaca,Santiago Comaltepec
20459,20,Oaxaca,Santiago Chazumba
20460,20,Oaxaca,Santiago Choápam
20461,20,Oaxaca,Santiago del Río
20462,20,Oaxaca,Santiago Huajolotitlán
20463,20,Oaxaca,Santiago Huauclilla
20464,20,Oaxaca,Santiago Ihuitlán Plumas
20465,20,Oaxaca,Santiago Ixcuintepec
20466,20,Oaxaca,Santiago Ixtayutla
20467,20,Oaxaca,Santiago Jamiltepec
20468,20,Oaxaca,Santiago Jocotepec
20469,20,Oaxaca,Santiago Juxtlahuaca
20470,20,Oaxaca,Santiago Lachiguiri
20471,20,Oaxaca,Santiago Lalopa
20472,20,Oaxaca,Santiago Laollaga
20473,20,Oaxaca,Santiago Laxopa
20474,20,Oaxaca,Santiago Llano Grande
20475,20,Oaxaca,Santiago Matatlán
20476,20,Oaxaca,Santiago Miltepec
20477,20,Oaxaca,Santiago Minas
20478,20,Oaxaca,Santiago Nacaltepec
20479,20,Oaxaca,Santiago Nejapilla
20480,20,Oaxaca,Santiago Nundiche
20481,20,Oaxaca,Santiago Nuyoó
20482,20,Oaxaca,Santiago Pinotepa Nacional
20483,20,Oaxaca,Santiago Suchilquitongo
20484,20,Oaxaca,Santiago Tamazola
20485,20,Oaxaca,Santiago Tapextla
20486,20,Oaxaca,Villa Tejúpam de la Unión
20487,20,Oaxaca,Santiago Tenango
20488,20,Oaxaca,Santiago Tepetlapa
20489,20,Oaxaca,Santiago Tetepec
20490,20,Oaxaca,Santiago Texcalcingo
20491,20,Oaxaca,Santiago Textitlán
20492,20,Oaxaca,Santiago Tilantongo
20493,20,Oaxaca,Santiago Tillo
20494,20,Oaxaca,Santiago Tlazoyaltepec
20495,20,Oaxaca,Santiago Xanica
20496,20,Oaxaca,Santiago Xiacuí
20497,20,Oaxaca,Santiago Yaitepec
20498,20,Oaxaca,Santiago Yaveo
20499,20,Oaxaca,Santiago Yolomécatl
20500,20,Oaxaca,Santiago Yosondúa
20501,20,Oaxaca,Santiago Yucuyachi
20502,20,Oaxaca,Santiago Zacatepec
20503,20,Oaxaca,Santiago Zoochila
20504,20,Oaxaca,Nuevo Zoquiápam
20505,20,Oaxaca,Santo Domingo Ingenio
20506,20,Oaxaca,Santo Domingo Albarradas
20507,20,Oaxaca,Santo Domingo Armenta
20508,20,Oaxaca,Santo Domingo Chihuitán
20509,20,Oaxaca,Santo Domingo de Morelos
20510,20,Oaxaca,Santo Domingo Ixcatlán
20511,20,Oaxaca,Santo Domingo Nuxaá
20512,20,Oaxaca,Santo Domingo Ozolotepec
20513,20,Oaxaca,Santo Domingo Petapa
20514,20,Oaxaca,Santo Domingo Roayaga
20515,20,Oaxaca,Santo Domingo Tehuantepec
20516,20,Oaxaca,Santo Domingo Teojomulco
20517,20,Oaxaca,Santo Domingo Tepuxtepec
20518,20,Oaxaca,Santo Domingo Tlatayápam
20519,20,Oaxaca,Santo Domingo Tomaltepec
20520,20,Oaxaca,Santo Domingo Tonalá
20521,20,Oaxaca,Santo Domingo Tonaltepec
20522,20,Oaxaca,Santo Domingo Xagacía
20523,20,Oaxaca,Santo Domingo Yanhuitlán
20524,20,Oaxaca,Santo Domingo Yodohino
20525,20,Oaxaca,Santo Domingo Zanatepec
20526,20,Oaxaca,Santos Reyes Nopala
20527,20,Oaxaca,Santos Reyes Pápalo
20528,20,Oaxaca,Santos Reyes Tepejillo
20529,20,Oaxaca,Santos Reyes Yucuná
20530,20,Oaxaca,Santo Tomás Jalieza
20531,20,Oaxaca,Santo Tomás Mazaltepec
20532,20,Oaxaca,Santo Tomás Ocotepec
20533,20,Oaxaca,Santo Tomás Tamazulapan
20534,20,Oaxaca,San Vicente Coatlán
20535,20,Oaxaca,San Vicente Lachixío
20536,20,Oaxaca,San Vicente Nuñú
20537,20,Oaxaca,Silacayoápam
20538,20,Oaxaca,Sitio de Xitlapehua
20539,20,Oaxaca,Soledad Etla
20540,20,Oaxaca,Villa de Tamazulápam del Progreso
20541,20,Oaxaca,Tanetze de Zaragoza
20542,20,Oaxaca,Taniche
20543,20,Oaxaca,Tataltepec de Valdés
20544,20,Oaxaca,Teococuilco de Marcos Pérez
20545,20,Oaxaca,Teotitlán de Flores Magón
20546,20,Oaxaca,Teotitlán del Valle
20547,20,Oaxaca,Teotongo
20548,20,Oaxaca,Tepelmeme Villa de Morelos
20549,20,Oaxaca,Heroica Villa Tezoatlán de Segura y Luna
20550,20,Oaxaca,San Jerónimo Tlacochahuaya
20551,20,Oaxaca,Tlacolula de Matamoros
20552,20,Oaxaca,Tlacotepec Plumas
20553,20,Oaxaca,Tlalixtac de Cabrera
20554,20,Oaxaca,Totontepec Villa de Morelos
20555,20,Oaxaca,Trinidad Zaachila
20556,20,Oaxaca,La Trinidad Vista Hermosa
20557,20,Oaxaca,Unión Hidalgo
20558,20,Oaxaca,Valerio Trujano
20559,20,Oaxaca,San Juan Bautista Valle Nacional
20560,20,Oaxaca,Villa Díaz Ordaz
20561,20,Oaxaca,Yaxe
20562,20,Oaxaca,Magdalena Yodocono de Porfirio Díaz
20563,20,Oaxaca,Yogana
20564,20,Oaxaca,Yutanduchi de Guerrero
20565,20,Oaxaca,Villa de Zaachila
20566,20,Oaxaca,San Mateo Yucutindoo
20567,20,Oaxaca,Zapotitlán Lagunas
20568,20,Oaxaca,Zapotitlán Palmas
20569,20,Oaxaca,Santa Inés de Zaragoza
20570,20,Oaxaca,Zimatlán de Álvarez
21001,21,Puebla,Acajete
21002,21,Puebla,Acateno
21003,21,Puebla,Acatlán
21004,21,Puebla,Acatzingo
21005,21,Puebla,Acteopan
21006,21,Puebla,Ahuacatlán
21007,21,Puebla,Ahuatlán
21008,21,Puebla,Ahuazotepec
21009,21,Puebla,Ahuehuetitla
21010,21,Puebla,Ajalpan
21011,21,Puebla,Albino Zertuche
21012,21,Puebla,Aljojuca
21013,21,Puebla,Altepexi
21014,21,Puebla,Amixtlán
21015,21,Puebla,Amozoc
21016,21,Puebla,Aquixtla
21017,21,Puebla,Atempan
21018,21,Puebla,Atexcal
21019,21,Puebla,Atlixco
21020,21,Puebla,Atoyatempan
21021,21,Puebla,Atzala
21022,21,Puebla,Atzitzihuacán
21023,21,Puebla,Atzitzintla
21024,21,Puebla,Axutla
21025,21,Puebla,Ayotoxco de Guerrero
21026,21,Puebla,Calpan
21027,21,Puebla,Caltepec
21028,21,Puebla,Camocuautla
21029,21,Puebla,Caxhuacan
21030,21,Puebla,Coatepec
21031,21,Puebla,Coatzingo
21032,21,Puebla,Cohetzala
21033,21,Puebla,Cohuecan
21034,21,Puebla,Coronango
21035,21,Puebla,Coxcatlán
21036,21,Puebla,Coyomeapan
21037,21,Puebla,Coyotepec
21038,21,Puebla,Cuapiaxtla de Madero
21039,21,Puebla,Cuautempan
21040,21,Puebla,Cuautinchán
21041,21,Puebla,Cuautlancingo
21042,21,Puebla,Cuayuca de Andrade
21043,21,Puebla,Cuetzalan del Progreso
21044,21,Puebla,Cuyoaco
21045,21,Puebla,Chalchicomula de Sesma
21046,21,Puebla,Chapulco
21047,21,Puebla,Chiautla
21048,21,Puebla,Chiautzingo
21049,21,Puebla,Chiconcuautla
21050,21,Puebla,Chichiquila
21051,21,Puebla,Chietla
21052,21,Puebla,Chigmecatitlán
21053,21,Puebla,Chignahuapan
21054,21,Puebla,Chignautla
21055,21,Puebla,Chila
21056,21,Puebla,Chila de la Sal
21057,21,Puebla,Honey
21058,21,Puebla,Chilchotla
21059,21,Puebla,Chinantla
21060,21,Puebla,Domingo Arenas
21061,21,Puebla,Eloxochitlán
21062,21,Puebla,Epatlán
21063,21,Puebla,Esperanza
21064,21,Puebla,Francisco Z. Mena
21065,21,Puebla,General Felipe Ángeles
21066,21,Puebla,Guadalupe
21067,21,Puebla,Guadalupe Victoria
21068,21,Puebla,Hermenegildo Galeana
21069,21,Puebla,Huaquechula
21070,21,Puebla,Huatlatlauca
21071,21,Puebla,Huauchinango
21072,21,Puebla,Huehuetla
21073,21,Puebla,Huehuetlán el Chico
21074,21,Puebla,Huejotzingo
21075,21,Puebla,Hueyapan
21076,21,Puebla,Hueytamalco
21077,21,Puebla,Hueytlalpan
21078,21,Puebla,Huitzilan de Serdán
21079,21,Puebla,Huitziltepec
21080,21,Puebla,Atlequizayan
21081,21,Puebla,Ixcamilpa de Guerrero
21082,21,Puebla,Ixcaquixtla
21083,21,Puebla,Ixtacamaxtitlán
21084,21,Puebla,Ixtepec
21085,21,Puebla,Izúcar de Matamoros
21086,21,Puebla,Jalpan
21087,21,Puebla,Jolalpan
21088,21,Puebla,Jonotla
21089,21,Puebla,Jopala
21090,21,Puebla,Juan C. Bonilla
21091,21,Puebla,Juan Galindo
21092,21,Puebla,Juan N. Méndez
21093,21,Puebla,Lafragua
21094,21,Puebla,Libres
21095,21,Puebla,La Magdalena Tlatlauquitepec
21096,21,Puebla,Mazapiltepec de Juárez
21097,21,Puebla,Mixtla
21098,21,Puebla,Molcaxac
21099,21,Puebla,Cañada Morelos
21100,21,Puebla,Naupan
21101,21,Puebla,Nauzontla
21102,21,Puebla,Nealtican
21103,21,Puebla,Nicolás Bravo
21104,21,Puebla,Nopalucan
21105,21,Puebla,Ocotepec
21106,21,Puebla,Ocoyucan
21107,21,Puebla,Olintla
21108,21,Puebla,Oriental
21109,21,Puebla,Pahuatlán
21110,21,Puebla,Palmar de Bravo
21111,21,Puebla,Pantepec
21112,21,Puebla,Petlalcingo
21113,21,Puebla,Piaxtla
21114,21,Puebla,Puebla
21115,21,Puebla,Quecholac
21116,21,Puebla,Quimixtlán
21117,21,Puebla,Rafael Lara Grajales
21118,21,Puebla,Los Reyes de Juárez
21119,21,Puebla,San Andrés Cholula
21120,21,Puebla,San Antonio Cañada
21121,21,Puebla,San Diego la Mesa Tochimiltzingo
21122,21,Puebla,San Felipe Teotlalcingo
21123,21,Puebla,San Felipe Tepatlán
21124,21,Puebla,San Gabriel Chilac
21125,21,Puebla,San Gregorio Atzompa
21126,21,Puebla,San Jerónimo Tecuanipan
21127,21,Puebla,San Jerónimo Xayacatlán
21128,21,Puebla,San José Chiapa
21129,21,Puebla,San José Miahuatlán
21130,21,Puebla,San Juan Atenco
21131,21,Puebla,San Juan Atzompa
21132,21,Puebla,San Martín Texmelucan
21133,21,Puebla,San Martín Totoltepec
21134,21,Puebla,San Matías Tlalancaleca
21135,21,Puebla,San Miguel Ixitlán
21136,21,Puebla,San Miguel Xoxtla
21137,21,Puebla,San Nicolás Buenos Aires
21138,21,Puebla,San Nicolás de los Ranchos
21139,21,Puebla,San Pablo Anicano
21140,21,Puebla,San Pedro Cholula
21141,21,Puebla,San Pedro Yeloixtlahuaca
21142,21,Puebla,San Salvador el Seco
21143,21,Puebla,San Salvador el Verde
21144,21,Puebla,San Salvador Huixcolotla
21145,21,Puebla,San Sebastián Tlacotepec
21146,21,Puebla,Santa Catarina Tlaltempan
21147,21,Puebla,Santa Inés Ahuatempan
21148,21,Puebla,Santa Isabel Cholula
21149,21,Puebla,Santiago Miahuatlán
21150,21,Puebla,Huehuetlán el Grande
21151,21,Puebla,Santo Tomás Hueyotlipan
21152,21,Puebla,Soltepec
21153,21,Puebla,Tecali de Herrera
21154,21,Puebla,Tecamachalco
21155,21,Puebla,Tecomatlán
21156,21,Puebla,Tehuacán
21157,21,Puebla,Tehuitzingo
21158,21,Puebla,Tenampulco
21159,21,Puebla,Teopantlán
21160,21,Puebla,Teotlalco
21161,21,Puebla,Tepanco de López
21162,21,Puebla,Tepango de Rodríguez
21163,21,Puebla,Tepatlaxco de Hidalgo
21164,21,Puebla,Tepeaca
21165,21,Puebla,Tepemaxalco
21166,21,Puebla,Tepeojuma
21167,21,Puebla,Tepetzintla
21168,21,Puebla,Tepexco
21169,21,Puebla,Tepexi de Rodríguez
21170,21,Puebla,Tepeyahualco
21171,21,Puebla,Tepeyahualco de Cuauhtémoc
21172,21,Puebla,Tetela de Ocampo
21173,21,Puebla,Teteles de Avila Castillo
21174,21,Puebla,Teziutlán
21175,21,Puebla,Tianguismanalco
21176,21,Puebla,Tilapa
21177,21,Puebla,Tlacotepec de Benito Juárez
21178,21,Puebla,Tlacuilotepec
21179,21,Puebla,Tlachichuca
21180,21,Puebla,Tlahuapan
21181,21,Puebla,Tlaltenango
21182,21,Puebla,Tlanepantla
21183,21,Puebla,Tlaola
21184,21,Puebla,Tlapacoya
21185,21,Puebla,Tlapanalá
21186,21,Puebla,Tlatlauquitepec
21187,21,Puebla,Tlaxco
21188,21,Puebla,Tochimilco
21189,21,Puebla,Tochtepec
21190,21,Puebla,Totoltepec de Guerrero
21191,21,Puebla,Tulcingo
21192,21,Puebla,Tuzamapan de Galeana
21193,21,Puebla,Tzicatlacoyan
21194,21,Puebla,Venustiano Carranza
21195,21,Puebla,Vicente Guerrero
21196,21,Puebla,Xayacatlán de Bravo
21197,21,Puebla,Xicotepec
21198,21,Puebla,Xicotlán
21199,21,Puebla,Xiutetelco
21200,21,Puebla,Xochiapulco
21201,21,Puebla,Xochiltepec
21202,21,Puebla,Xochitlán de Vicente Suárez
21203,21,Puebla,Xochitlán Todos Santos
21204,21,Puebla,Yaonáhuac
21205,21,Puebla,Yehualtepec
21206,21,Puebla,Zacapala
21207,21,Puebla,Zacapoaxtla
21208,21,Puebla,Zacatlán
21209,21,Puebla,Zapotitlán
21210,21,Puebla,Zapotitlán de Méndez
21211,21,Puebla,Zaragoza
21212,21,Puebla,Zautla
21213,21,Puebla,Zihuateutla
21214,21,Puebla,Zinacatepec
21215,21,Puebla,Zongozotla
21216,21,Puebla,Zoquiapan
21217,21,Puebla,Zoquitlán
22001,22,Querétaro,Amealco de Bonfil
22002,22,Querétaro,Pinal de Amoles
22003,22,Querétaro,Arroyo Seco
22004,22,Querétaro,Cadereyta de Montes
22005,22,Querétaro,Colón
22006,22,Querétaro,Corregidora
22007,22,Querétaro,Ezequiel Montes
22008,22,Querétaro,Huimilpan
22009,22,Querétaro,Jalpan de Serra
22010,22,Querétaro,Landa de Matamoros
22011,22,Querétaro,El Marqués
22012,22,Querétaro,Pedro Escobedo
22013,22,Querétaro,Peñamiller
22014,22,Querétaro,Querétaro
22015,22,Querétaro,San Joaquín
22016,22,Querétaro,San Juan del Río
22017,22,Querétaro,Tequisquiapan
22018,22,Querétaro,Tolimán
23001,23,Quintana Roo,Cozumel
23002,23,Quintana Roo,Felipe Carrillo Puerto
23003,23,Quintana Roo,Isla Mujeres
23004,23,Quintana Roo,Othón P. Blanco
23005,23,Quintana Roo,Benito Juárez
23006,23,Quintana Roo,José María Morelos
23007,23,Quintana Roo,Lázaro Cárdenas
23008,23,Quintana Roo,Solidaridad
23009,23,Quintana Roo,Tulum
23010,23,Quintana Roo,Bacalar
23011,23,Quintana Roo,Puerto Morelos
24001,24,San Luis Potosí,Ahualulco
24002,24,San Luis Potosí,Alaquines
24003,24,San Luis Potosí,Aquismón
24004,24,San Luis Potosí,Armadillo de los Infante
24005,24,San Luis Potosí,Cárdenas
24006,24,San Luis Potosí,Catorce
24007,24,San Luis Potosí,Cedral
24008,24,San Luis Potosí,Cerritos
24009,24,San Luis Potosí,Cerro de San Pedro
24010,24,San Luis Potosí,Ciudad del Maíz
24011,24,San Luis Potosí,Ciudad Fernández
24012,24,San Luis Potosí,Tancanhuitz
24013,24,San Luis Potosí,Ciudad Valles
24014,24,San Luis Potosí,Coxcatlán
24015,24,San Luis Potosí,Charcas
24016,24,San Luis Potosí,Ebano
24017,24,San Luis Potosí,Guadalcázar
24018,24,San Luis Potosí,Huehuetlán
24019,24,San Luis Potosí,Lagunillas
24020,24,San Luis Potosí,Matehuala
24021,24,San Luis Potosí,Mexquitic de Carmona
24022,24,San Luis Potosí,Moctezuma
